Plant_ID,Scientific Name,recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,fineHabitatTags,fineHabitatSummary,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,sourceUseNote,datasetVersion,lastUpdated,onlineSlug,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,secondaryMicroregions
Lonicera sempervirens,Lonicera sempervirens,303,Lonicera sempervirens,Lonicera sempervirens,"Coral Honeysuckle, Trumpet Honeysuckle, Woodbine",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Moist; Medium; Sun , Part Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FAC FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,lonicera-sempervirens,https://www.wildflower.org/plants/result.php?id_plant=LOSE,https://plants.usda.gov/home/basicSearchResults?searchString=Lonicera+sempervirens,https://floranorthamerica.org/Special:Search?search=Lonicera+sempervirens,https://floranorthamerica.org/Lonicera_sempervirens,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Matelea biflora,Matelea biflora,304,Matelea biflora,Matelea biflora,"Star Milkvine, Purple Milkweed Vine",Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,"Dry; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,matelea-biflora,https://www.wildflower.org/plants/result.php?id_plant=MABI6,https://plants.usda.gov/home/basicSearchResults?searchString=Matelea+biflora,https://floranorthamerica.org/Special:Search?search=Matelea+biflora,https://floranorthamerica.org/Matelea_biflora,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Matelea reticulata,Matelea reticulata,305,Matelea reticulata,Matelea reticulata,"Pearl Milkweed Vine, Netted Milkvine, Green Milkweed Vine, Net Vein Milkvine",Woodland and karst upland systems,Upland Woodland,rocky/ledge/slope; woodland/wood edge; dry upland; moist mesic; shade/part shade,sandy/rocky soil in open woodlands and forest edges,Dry; Low; Part Shade,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,matelea-reticulata,https://www.wildflower.org/plants/result.php?id_plant=MARE4,https://plants.usda.gov/home/basicSearchResults?searchString=Matelea+reticulata,https://floranorthamerica.org/Special:Search?search=Matelea+reticulata,https://floranorthamerica.org/Matelea_reticulata,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Ecotone / Edge Thicket; Karst Outcrops; Shallow Upland Prairie
Maurandella antirrhiniflora,Maurandella antirrhiniflora,306,Maurandella antirrhiniflora,Maurandella antirrhiniflora,"Snapdragon Vine , Roving Sailor, Climbing Snapdragon, Little Snapdragon Vine",Woodland and karst upland systems,Karst Outcrops,"limestone ledge, cliff, or bluff","limestone ledge, cliff, or bluff",Dry; Medium; Part Shade; High,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,maurandella-antirrhiniflora,https://www.wildflower.org/plants/result.php?id_plant=MAAN9,https://plants.usda.gov/home/basicSearchResults?searchString=Maurandella+antirrhiniflora,https://floranorthamerica.org/Special:Search?search=Maurandella+antirrhiniflora,https://floranorthamerica.org/Maurandella_antirrhiniflora,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Merremia dissecta,Merremia dissecta,307,Merremia dissecta,Merremia dissecta,"Alamo Vine, Noyau Vine, Correhuela De Las Doce","Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,stream/river bank; disturbed/roadside/ditch; dry upland; moist mesic; sunny open; shade/part shade,"open/disturbed areas, stream banks, dry central Texas soils","Dry , Moist; Low , Medium; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FAC FACU FACU FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,merremia-dissecta,https://www.wildflower.org/plants/result.php?id_plant=MEDI2,https://plants.usda.gov/home/basicSearchResults?searchString=Merremia+dissecta,https://floranorthamerica.org/Special:Search?search=Merremia+dissecta,https://floranorthamerica.org/Merremia_dissecta,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Riparian Banks; Shallow Upland Prairie
Parthenocissus quinquefolia,Parthenocissus quinquefolia,308,Parthenocissus quinquefolia,Parthenocissus quinquefolia,Virginia Creeper,Woodland and karst upland systems,Upland Woodland,stream/river bank; limestone/caliche/calcareous; rocky/ledge/slope; deep clay/swale; woodland/wood edge; dry upland; moist mesic; sunny open; shade/part shade,"open/shaded woods, streamsides, riverbanks, rocky limestone soils","Moist; Low; Sun , Part Shade , Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FAC FACU FACU FACU FACU FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,parthenocissus-quinquefolia,https://www.wildflower.org/plants/result.php?id_plant=PAQU2,https://plants.usda.gov/home/basicSearchResults?searchString=Parthenocissus+quinquefolia,https://floranorthamerica.org/Special:Search?search=Parthenocissus+quinquefolia,https://floranorthamerica.org/Parthenocissus_quinquefolia,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Riparian Banks; Ecotone / Edge Thicket; Karst Outcrops; Shallow Upland Prairie
Passiflora affinis,Passiflora affinis,309,Passiflora affinis,Passiflora affinis,"Yellow Passionflower, Bracted Passionflower",Woodland and karst upland systems,Karst Outcrops,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,"Dry , Moist; Low; Sun , Part Shade",,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,passiflora-affinis,https://www.wildflower.org/plants/result.php?id_plant=PAAF,https://plants.usda.gov/home/basicSearchResults?searchString=Passiflora+affinis,https://floranorthamerica.org/Special:Search?search=Passiflora+affinis,https://floranorthamerica.org/Passiflora_affinis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Passiflora foetida,Passiflora foetida,310,Passiflora foetida,Passiflora foetida,"Corona De Cristo, Fetid Passionflower",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry; Medium; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACU FAC FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,passiflora-foetida,https://www.wildflower.org/plants/result.php?id_plant=PAFO2,https://plants.usda.gov/home/basicSearchResults?searchString=Passiflora+foetida,https://floranorthamerica.org/Special:Search?search=Passiflora+foetida,https://floranorthamerica.org/Passiflora_foetida,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops; Mesic Canyons & Seeps; Ecotone / Edge Thicket; Riparian Banks
Passiflora tenuiloba,Passiflora tenuiloba,311,Passiflora tenuiloba,Passiflora tenuiloba,"Slenderlobe Passionflower, Birdwing Passionflower",Woodland and karst upland systems,Karst Outcrops,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,Dry; Low; Part Shade,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,passiflora-tenuiloba,https://www.wildflower.org/plants/result.php?id_plant=PATE9,https://plants.usda.gov/home/basicSearchResults?searchString=Passiflora+tenuiloba,https://floranorthamerica.org/Special:Search?search=Passiflora+tenuiloba,https://floranorthamerica.org/Passiflora_tenuiloba,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops
Vitis mustangensis,Vitis mustangensis,312,Vitis mustangensis,Vitis mustangensis,Mustang Grape,Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Dry; Medium; Part Shade,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,vitis-mustangensis,https://www.wildflower.org/plants/result.php?id_plant=VIMU2,https://plants.usda.gov/home/basicSearchResults?searchString=Vitis+mustangensis,https://floranorthamerica.org/Special:Search?search=Vitis+mustangensis,https://floranorthamerica.org/Vitis_mustangensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Riparian Banks
Juncus texanus,Juncus texanus,314,Juncus texanus,Juncus texanus,Texas Rush,Riparian and floodplain systems,Riparian Banks,wet rush habitat; wetland margin; swale/ditch/stream or pond edge; site hydrology needed,wet rush habitat; wetland margin; swale/ditch/stream or pond edge; site hydrology needed,,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: OBL OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,juncus-texanus,https://www.wildflower.org/plants/result.php?id_plant=JUTE3,https://plants.usda.gov/home/basicSearchResults?searchString=Juncus+texanus,https://floranorthamerica.org/Special:Search?search=Juncus+texanus,https://floranorthamerica.org/Juncus_texanus,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Aquatic / Spring Runs; Deep Clay Prairie
Leptochloa dubia,Leptochloa dubia,315,Leptochloa dubia,Leptochloa dubia,Green Sprangletop,Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Dry; Medium; Part Shade; High,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,leptochloa-dubia,https://www.wildflower.org/plants/result.php?id_plant=LEDU,https://plants.usda.gov/home/basicSearchResults?searchString=Leptochloa+dubia,https://floranorthamerica.org/Special:Search?search=Leptochloa+dubia,https://floranorthamerica.org/Leptochloa_dubia,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops
